Address,Price $,Type,Size m²,Bedrooms,Bathrooms
"Achrafieh, Beirut, Beirut",1100000,Apartment,325,2,3
"Faytroun, Kesrouane, Mount Lebanon",2500000,Residential Building,1520,N/A,N/A
"Kfour, Kesrouane, Mount Lebanon",150000,Apartment,230,3,3
"Beit Meri, El Metn, Mount Lebanon",450000,Apartment,235,3,3
"Broumana, El Metn, Mount Lebanon",220000,Apartment,154,3,3
"Mastita, Jbeil, Mount Lebanon",450000,Commercial Building,1800,9,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",650000,Shop,750,4,N/A
"Antelias, El Metn, Mount Lebanon",1800000,Land,606,N/A,N/A
"Ain Saadeh, El Metn, Mount Lebanon",430000,Apartment,215,3,4
"Faytroun, Kesrouane, Mount Lebanon",950000,Residential Building,1400,3,2
"Bechtelida, Jbeil, Mount Lebanon",3550000,Land,44000,N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",130000,Warehouse,230,1,N/A
"Ballouneh, Kesrouane, Mount Lebanon",750000,House/Villa,500,4,5
"Kfarzebian, Kesrouane, Mount Lebanon",1400000,Chalet,250,3,4
"Nabey, El Metn, Mount Lebanon",280000,Land,533,N/A,N/A
"Braij, Jbeil, Mount Lebanon",3000000,Residential Building,5000,25,9
"Bekaatat Achkout, Kesrouane, Mount Lebanon",160000,Land,610,N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",120000,Chalet,70,2,1
"Hamat, Batroun, North",450000,House/Villa,660,6,5
"Bcheale, Batroun, North",1000000,Land,8100,N/A,N/A
"Daychounieh, El Metn, Mount Lebanon",225000,Apartment,150,3,3
"Daychounieh, El Metn, Mount Lebanon",180000,Apartment,150,3,3
"Adma, Kesrouane, Mount Lebanon",660000,Apartment,240,3,5
"Kfarzebian, Kesrouane, Mount Lebanon",500000,House/Villa,600,3,4
"Bouar, Kesrouane, Mount Lebanon",500000,Land,2000,N/A,N/A
"Mansourieh, El Metn, Mount Lebanon",340000,Apartment,167,3,3
"Beit Chabeb, El Metn, Mount Lebanon",150000,Apartment,140,2,2
"Blat, Jbeil, Mount Lebanon",550000,Land,1100,N/A,N/A
"Mar Roukoz, El Metn, Mount Lebanon",300000,Apartment,174,3,3
"Ghazir, Kesrouane, Mount Lebanon",170000,Apartment,130,2,2
"Biyada, El Metn, Mount Lebanon",950000,Apartment,700,6,5
"Mansourieh, El Metn, Mount Lebanon",350000,Apartment,276,4,4
"Dlebta, Kesrouane, Mount Lebanon",660000,Land,3300,N/A,N/A
"Dlebta, Kesrouane, Mount Lebanon",1100000,Land,5500,N/A,N/A
"Faraya, Kesrouane, Mount Lebanon",250000,Chalet,110,3,3
"Mansourieh, El Metn, Mount Lebanon",400000,Shop,190,3,N/A
"Blat, Jbeil, Mount Lebanon",155000,Apartment,140,3,2
"Aatchane, El Metn, Mount Lebanon",600000,Apartment,240,3,4
"Achrafieh, Beirut, Beirut",1100000,Apartment,300,4,3
"Zalka, El Metn, Mount Lebanon",750000,Commercial Building,500,2,N/A
"Zalka, El Metn, Mount Lebanon",450000,Warehouse,200,1,N/A
"Jbeil, Jbeil, Mount Lebanon",480000,House/Villa,350,3,1
"Haret Sakher, Kesrouane, Mount Lebanon",475000,Apartment,265,3,3
"Tabarja, Kesrouane, Mount Lebanon",1200000,Apartment,500,4,5
"Tabarja, Kesrouane, Mount Lebanon",600000,Apartment,227,2,3
"Baabdat, El Metn, Mount Lebanon",850000,Land,1350,N/A,N/A
"Arayia, Baabda, Mount Lebanon",1250000,Land,2500,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon",850000,Apartment,500,4,5
"Tannourine, Batroun, North",85000,Land,830,N/A,N/A
"Achrafieh, Beirut, Beirut",550000,Apartment,185,3,3
"Dbayeh, El Metn, Mount Lebanon",4150000,Apartment,700,5,6
"Arayia, Baabda, Mount Lebanon",700000,Land,1400,N/A,N/A
"Al Jamhour, Baabda, Mount Lebanon",600000,Shop,350,N/A,N/A
"Gherfine, Jbeil, Mount Lebanon",125000,Apartment,125,2,2
"Mechmech, Jbeil, Mount Lebanon",125000,Chalet,140,3,2
"Achrafieh, Beirut, Beirut",1950000,Apartment,300,3,3
"Achrafieh, Beirut, Beirut",475000,Apartment,375,3,2
"Adma, Kesrouane, Mount Lebanon",400000,Apartment,300,3,4
"Rayfoun, Kesrouane, Mount Lebanon",1100000,House/Villa,300,3,3
"Achrafieh, Beirut, Beirut",560000,Apartment,200,3,3
"Achrafieh, Beirut, Beirut",459000,Apartment,170,2,3
"Jbeil, Jbeil, Mount Lebanon",1900000,Land,18666,N/A,N/A
"Bentaael, Jbeil, Mount Lebanon",2000000,Land,16150,N/A,N/A
"Achrafieh, Beirut, Beirut",150000,Shop,90,1,N/A
"Achrafieh, Beirut, Beirut",500000,Apartment,235,3,3
"Beit Meri, El Metn, Mount Lebanon",475000,Apartment,190,3,3
"Antelias, El Metn, Mount Lebanon",150000,Shop,50,1,N/A
"Mar Takla, Baabda, Mount Lebanon",2100000,Land,1000,N/A,N/A
"Monteverde, El Metn, Mount Lebanon",430000,Apartment,320,3,4
"Arayia, Baabda, Mount Lebanon",2400000,Land,6000,N/A,N/A
"Achrafieh, Beirut, Beirut",850000,Apartment,265,3,3
"Achrafieh, Beirut, Beirut",650000,Apartment,265,3,3
"Aamchit, Jbeil, Mount Lebanon",155000,Land,1036,N/A,N/A
"Dik El Mehdi, El Metn, Mount Lebanon",900000,Apartment,600,4,5
"Batroun, Batroun, North",200000,Land,850,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon",450000,Apartment,320,4,3
"Achrafieh, Beirut, Beirut",450000,Apartment,200,3,3
"Mastita, Jbeil, Mount Lebanon",250000,Land,1006,N/A,N/A
"Fatqa, Kesrouane, Mount Lebanon",950000,Residential Building,600,6,7
"Zouk Mikael, Kesrouane, Mount Lebanon",265000,Shop,86,1,N/A
"Baabda, Baabda, Mount Lebanon",600000,Apartment,319,4,6
"Monteverde, El Metn, Mount Lebanon",410000,Apartment,260,3,4
"kfarhbeib, Kesrouane, Mount Lebanon",170000,Apartment,187,3,3
"Zalka, El Metn, Mount Lebanon",275000,Office,105,1,N/A
"Laqlouq, Jbeil, Mount Lebanon",190000,Land,920,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon",375000,House/Villa,375,5,7
"Zouk Mikael, Kesrouane, Mount Lebanon",240000,Apartment,220,4,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",130000,Apartment,200,2,2
"Zouk Mikael, Kesrouane, Mount Lebanon",260000,Apartment,153,2,2
"Basbina, Batroun, North",200000,Apartment,135,2,2
"Laqlouq, Jbeil, Mount Lebanon",160000,Land,1000,N/A,N/A
"Mtein, El Metn, Mount Lebanon",990000,Land,3500,N/A,N/A
"Kfar Aabida, Batroun, North",12000000,Land,7420,N/A,N/A
"Mansourieh, El Metn, Mount Lebanon",900000,Warehouse,730,N/A,N/A
"Achrafieh, Beirut, Beirut",3000000,Land,501,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",300000,Chalet,120,2,1
"Jbeil, Jbeil, Mount Lebanon",1200000,Commercial Building,1350,N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon",320000,Chalet,240,3,4
"Halat, Jbeil, Mount Lebanon",7155000,Land,7154,N/A,N/A
"Achrafieh, Beirut, Beirut",850000,Apartment,230,3,3
"Achrafieh, Beirut, Beirut",500000,Apartment,150,2,2
"Mansourieh, El Metn, Mount Lebanon",385000,Apartment,235,3,4
"Mansourieh, El Metn, Mount Lebanon",1200000,Land,1000,N/A,N/A
"Shayle, Kesrouane, Mount Lebanon",300000,Land,1000,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",470000,Apartment,312,4,4
"Batroun, Batroun, North",150000,Land,1370,N/A,N/A
"Achrafieh, Beirut, Beirut",1000000,Apartment,227,3,2
"Zalka, El Metn, Mount Lebanon",300000,Office,100,1,N/A
"Qornet El Hamra, El Metn, Mount Lebanon",800000,House/Villa,1200,5,6
"Aabeidat, Jbeil, Mount Lebanon",120000,Land,1950,N/A,N/A
"Ras Osta, Jbeil, Mount Lebanon",75000,Land,800,N/A,N/A
"Edde, Jbeil, Mount Lebanon",150000,Apartment,150,2,2
"Louaize, Baabda, Mount Lebanon",400000,Apartment,200,3,4
"Achrafieh, Beirut, Beirut",390000,Apartment,155,2,2
"Mar Roukoz, El Metn, Mount Lebanon",199000,Apartment,110,2,2
"Achrafieh, Beirut, Beirut",600000,Apartment,250,3,3
"Achrafieh, Beirut, Beirut",700000,Apartment,245,3,3
"Horsh Tabet, El Metn, Mount Lebanon",700000,Apartment,295,3,4
"Naccache, El Metn, Mount Lebanon",1875000,Land,505,N/A,N/A
"Achrafieh, Beirut, Beirut",4000000,Land,470,N/A,N/A
"Achrafieh, Beirut, Beirut",415000,Apartment,176,3,3
"Sin El Fil, El Metn, Mount Lebanon",340000,Apartment,192,3,3
"Sin El Fil, El Metn, Mount Lebanon",600000,Apartment,400,4,4
"Adma, Kesrouane, Mount Lebanon",750000,Apartment,637,6,6
"Adma, Kesrouane, Mount Lebanon",430000,Apartment,213,3,4
"Nahr Ibrahim, Jbeil, Mount Lebanon",136000,Apartment,118,2,2
"Ghbale, Kesrouane, Mount Lebanon",600000,House/Villa,300,3,2
"Jbeil, Jbeil, Mount Lebanon",200000,Land,1515,N/A,N/A
"Nahr Ibrahim, Jbeil, Mount Lebanon",520000,Warehouse,545,1,N/A
"Aoukar, El Metn, Mount Lebanon",299000,Apartment,168,2,3
"Aoukar, El Metn, Mount Lebanon",375000,Apartment,168,2,3
"Rabieh, El Metn, Mount Lebanon",5000000,House/Villa,750,6,6
"Aamchit, Jbeil, Mount Lebanon",2500000,Land,5700,N/A,N/A
"Roumie, El Metn, Mount Lebanon",250000,Shop,147,1,N/A
"Roumie, El Metn, Mount Lebanon",290000,Shop,170,1,N/A
"Halat, Jbeil, Mount Lebanon",750000,House/Villa,500,6,N/A
"Ballouneh, Kesrouane, Mount Lebanon",3750000,House/Villa,2340,10,9
"Nahr Ibrahim, Jbeil, Mount Lebanon",136000,Apartment,118,2,2
"Batroun, Batroun, North",250000,Apartment,166,3,3
"Batroun, Batroun, North",225000,Apartment,175,3,3
"Aamchit, Jbeil, Mount Lebanon",1500000,House/Villa,1200,9,8
"Hazmieh, Baabda, Mount Lebanon",750000,Apartment,338,4,6
"Achrafieh, Beirut, Beirut",480000,Apartment,200,2,3
"Jbeil, Jbeil, Mount Lebanon",300000,Commercial Building,480,N/A,N/A
"Hboub, Jbeil, Mount Lebanon",100000,Apartment,150,3,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon",300000,Apartment,160,3,2
"Baabda, Baabda, Mount Lebanon",650000,Apartment,360,4,5
"Aoukar, El Metn, Mount Lebanon",280000,Apartment,168,2,3
"Monteverde, El Metn, Mount Lebanon",1700000,House/Villa,600,5,5
"Baabda, Baabda, Mount Lebanon",230000,Office,95,1,N/A
"Naccache, El Metn, Mount Lebanon",240000,Apartment,145,3,2
"Blat, Jbeil, Mount Lebanon",500000,House/Villa,350,4,3
"Zouk Mikael, Kesrouane, Mount Lebanon",200000,Apartment,165,3,2
"Saki Rechmaya, Jbeil, Mount Lebanon",622000,Land,15550,N/A,N/A
"Gherfine, Jbeil, Mount Lebanon",1100000,Land,4010,N/A,N/A
"Mazraat el Siyad, Jbeil, Mount Lebanon",250000,Land,4110,N/A,N/A
"Achrafieh, Beirut, Beirut",430000,Apartment,200,3,3
"Hboub, Jbeil, Mount Lebanon",220000,Apartment,340,3,3
"Mejdel, Jbeil, Mount Lebanon",1000000,Apartment,3500,6,8
"Aamchit, Jbeil, Mount Lebanon",95000,Shop,50,1,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",200000,Apartment,185,2,3
"Dbayeh, El Metn, Mount Lebanon",750000,Shop,205,N/A,N/A
"Haret Sakher, Kesrouane, Mount Lebanon",400000,Apartment,275,3,4
"Monteverde, El Metn, Mount Lebanon",1000000,Land,877,N/A,N/A
"Zalka, El Metn, Mount Lebanon",195000,Apartment,135,3,3
"Edde, Jbeil, Mount Lebanon",350000,Land,1509,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",190000,Apartment,205,4,2
"Ajaltoun, Kesrouane, Mount Lebanon",230000,Apartment,190,3,3
"Kfour, Kesrouane, Mount Lebanon",1200000,House/Villa,900,9,9
"Faraya, Kesrouane, Mount Lebanon",500000,Land,2000,N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",600000,Apartment,255,3,4
"Jdeideh, El Metn, Mount Lebanon",320000,Warehouse,320,N/A,N/A
"Jdeideh, El Metn, Mount Lebanon",480000,Warehouse,520,N/A,N/A
"Ras Osta, Jbeil, Mount Lebanon",155000,Land,1100,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",110000,Apartment,125,3,2
"Halat, Jbeil, Mount Lebanon",150000,Apartment,150,3,3
"Aamchit, Jbeil, Mount Lebanon",130000,Apartment,130,2,2
"Rabieh, El Metn, Mount Lebanon",950000,Apartment,450,3,4
"Naccache, El Metn, Mount Lebanon",230000,Apartment,220,3,3
"Safra, Kesrouane, Mount Lebanon",240000,Apartment,150,3,3
"Jbeil, Jbeil, Mount Lebanon",400000,Land,2350,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",3000000,Residential Building,2040,N/A,N/A
"Bouchrieh, El Metn, Mount Lebanon",250000,Office,75,1,N/A
"Bqosmaiya, Batroun, North",850000,Land,14118,N/A,N/A
"Tabarja, Kesrouane, Mount Lebanon",190000,Chalet,60,1,N/A
"Maameltein, Kesrouane, Mount Lebanon",350000,Apartment,200,3,3
"Maameltein, Kesrouane, Mount Lebanon",340000,Apartment,200,3,3
"Faytroun, Kesrouane, Mount Lebanon",1434000,Land,7548,N/A,N/A
"Adonis, Kesrouane, Mount Lebanon",240000,Apartment,240,3,3
"Dekweneh, El Metn, Mount Lebanon",2000000,Warehouse,2000,N/A,N/A
"Edde, Jbeil, Mount Lebanon",165000,Apartment,160,3,3
"Qornet El Hamra, El Metn, Mount Lebanon",255000,Apartment,210,3,3
"Qornet El Hamra, El Metn, Mount Lebanon",105000,Shop,35,1,N/A
"Hazmieh, Baabda, Mount Lebanon",300000,Apartment,150,2,4
"Hrajel, Kesrouane, Mount Lebanon",1200000,House/Villa,900,4,6
"Kornet Chehwan, El Metn, Mount Lebanon",650000,Apartment,295,4,4
"Dbayeh, El Metn, Mount Lebanon",2000000,Shop,400,1,N/A
"Dbayeh, El Metn, Mount Lebanon",725000,Shop,145,1,N/A
"Aamchit, Jbeil, Mount Lebanon",4435000,Land,22181,N/A,N/A
"Ain Aar, El Metn, Mount Lebanon",370000,Apartment,275,4,3
"Dbayeh, El Metn, Mount Lebanon",395000,Office,123,1,N/A
"Dbayeh, El Metn, Mount Lebanon",304000,Office,95,1,N/A
"Jdeideh, El Metn, Mount Lebanon",400000,Apartment,200,3,3
"Mansourieh, El Metn, Mount Lebanon",230000,Apartment,160,2,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",190000,Apartment,165,3,3
"Dbayeh, El Metn, Mount Lebanon",480000,Office,150,1,N/A
"Haret Sakher, Kesrouane, Mount Lebanon",500000,Shop,500,2,N/A
"Nabey, El Metn, Mount Lebanon",215000,Apartment,150,2,2
"Kaslik, Kesrouane, Mount Lebanon",130000,Office,120,1,N/A
"Mar Takla, Baabda, Mount Lebanon",775000,Apartment,420,4,5
"Batroun, Batroun, North",300000,Commercial Building,986,N/A,N/A
"Antelias, El Metn, Mount Lebanon",185000,Apartment,120,2,2
"Zouk Mikael, Kesrouane, Mount Lebanon",160000,Apartment,133,2,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",130000,Shop,110,2,N/A
"Mechmech, Jbeil, Mount Lebanon",250000,Apartment,240,4,6
"Zouk Mosbeh, Kesrouane, Mount Lebanon",150000,Apartment,180,3,3
"Edde, Jbeil, Mount Lebanon",240000,Apartment,230,3,3
"Ain Saadeh, El Metn, Mount Lebanon",3000000,Factory,2850,5,N/A
"Antelias, El Metn, Mount Lebanon",360000,Office,200,3,N/A
"Ain El Rihani, Kesrouane, Mount Lebanon",300000,Apartment,275,3,3
"Aannaya, Jbeil, Mount Lebanon",600000,Land,1100,N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon",600000,Apartment,350,4,5
"Zaarour, El Metn, Mount Lebanon",3600000,Land,12000,N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",120000,Shop,100,1,N/A
"Haqel, Jbeil, Mount Lebanon",100000,Land,891,N/A,N/A
"Haqel, Jbeil, Mount Lebanon",125000,Land,3060,N/A,N/A
"Ghosta, Kesrouane, Mount Lebanon",750000,Residential Building,960,N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon",160000,Apartment,170,3,2
"Mar Takla, Baabda, Mount Lebanon",490000,Apartment,260,3,4
"Zouk Mosbeh, Kesrouane, Mount Lebanon",150000,Apartment,195,3,3
"Naccache, El Metn, Mount Lebanon",450000,Apartment,240,4,3
"Ajaltoun, Kesrouane, Mount Lebanon",320000,Land,1400,N/A,N/A
"Braij, Jbeil, Mount Lebanon",400000,House/Villa,850,4,4
"Hazmieh, Baabda, Mount Lebanon",180000,Office,77,1,N/A
"Hadath, Baabda, Mount Lebanon",2700000,Commercial Building,2441,N/A,N/A
"Blat, Jbeil, Mount Lebanon",120000,Land,710,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",350000,Land,1880,N/A,N/A
"Edde, Jbeil, Mount Lebanon",245000,Land,1600,N/A,N/A
"Tabarja, Kesrouane, Mount Lebanon",250000,Chalet,70,1,2
"Zalka, El Metn, Mount Lebanon",1700000,Land,614,N/A,N/A
"Tabarja, Kesrouane, Mount Lebanon",290000,Chalet,110,2,2
"Jal el Dib, El Metn, Mount Lebanon",420000,Apartment,300,4,3
"Zalka, El Metn, Mount Lebanon",290000,Office,110,1,N/A
"Achrafieh, Beirut, Beirut",137500,Shop,55,1,N/A
"Shayle, Kesrouane, Mount Lebanon",375000,Apartment,400,5,3
"Shayle, Kesrouane, Mount Lebanon",500000,Apartment,400,5,3
"Jbeil, Jbeil, Mount Lebanon",225000,Warehouse,400,1,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",300000,Apartment,300,3,3
"Mazraat Yachouh, El Metn, Mount Lebanon",250000,Apartment,156,3,3
"Louaize, Baabda, Mount Lebanon",330000,Apartment,170,3,3
"Louaize, Baabda, Mount Lebanon",370000,Apartment,270,4,5
"Beit el Chaar, El Metn, Mount Lebanon",250000,Apartment,210,3,3
"Antelias, El Metn, Mount Lebanon",350000,Apartment,190,3,3
"Baabdat, El Metn, Mount Lebanon",290000,Apartment,270,4,4
"Achrafieh, Beirut, Beirut",125000,Shop,42,1,N/A
"Tarchich, Baabda, Mount Lebanon",95000,Land,948,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",1800000,Apartment,500,4,5
"Ain Saadeh, El Metn, Mount Lebanon",825000,Apartment,600,6,6
"Dbayeh, El Metn, Mount Lebanon",650000,Apartment,300,3,4
"Faytroun, Kesrouane, Mount Lebanon",650000,Land,1300,N/A,N/A
"Hosrayel, Jbeil, Mount Lebanon",400000,Residential Building,1400,N/A,N/A
"Mechmech, Jbeil, Mount Lebanon",65000,Chalet,98,2,2
"Mechmech, Jbeil, Mount Lebanon",170000,House/Villa,262,4,3
"Batroun, Batroun, North",160000,Apartment,140,3,2
"Jal el Dib, El Metn, Mount Lebanon",170000,Apartment,190,3,2
"Qannabet Broumana, El Metn, Mount Lebanon",395000,Apartment,220,3,4
"Dik El Mehdi, El Metn, Mount Lebanon",180000,Apartment,147,3,2
"Sahel Alma, Kesrouane, Mount Lebanon",495000,Apartment,300,3,4
"okaybe, Kesrouane, Mount Lebanon",1600000,Land,16362,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon",126000,Apartment,105,2,2
"Zouk Mikael, Kesrouane, Mount Lebanon",173000,Apartment,173,3,3
"Bouchrieh, El Metn, Mount Lebanon",250000,Office,120,1,N/A
"Nabey, El Metn, Mount Lebanon",265000,Apartment,118,3,3
"Jbeil, Jbeil, Mount Lebanon",450000,Shop,168,1,N/A
"Ajaltoun, Kesrouane, Mount Lebanon",650000,House/Villa,550,5,6
"Edde, Jbeil, Mount Lebanon",240000,Land,1592,N/A,N/A
"Achrafieh, Beirut, Beirut",300000,Apartment,180,3,3
"Jdayel, Jbeil, Mount Lebanon",125000,Apartment,125,2,2
"Aamchit, Jbeil, Mount Lebanon",55000,Shop,50,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon",220000,Apartment,190,3,4
"Halat, Jbeil, Mount Lebanon",260000,Apartment,185,3,3
"Adma, Kesrouane, Mount Lebanon",590000,Apartment,400,4,4
"Bsalim, El Metn, Mount Lebanon",550000,Apartment,175,3,3
"Bsalim, El Metn, Mount Lebanon",350000,Apartment,175,3,3
"Halat, Jbeil, Mount Lebanon",120000,Apartment,120,2,2
"Kaslik, Kesrouane, Mount Lebanon",350000,Chalet,60,1,1
"Sarba, Kesrouane, Mount Lebanon",900000,Apartment,400,4,5
"Mechmech, Jbeil, Mount Lebanon",366000,Land,9150,N/A,N/A
"Kfar Kida, Jbeil, Mount Lebanon",1500000,Land,7682,N/A,N/A
"Haqel, Jbeil, Mount Lebanon",70000,Land,1000,N/A,N/A
"Gherfine, Jbeil, Mount Lebanon",100000,Apartment,135,3,1
"Gherfine, Jbeil, Mount Lebanon",195000,Land,1100,N/A,N/A
"Hboub, Jbeil, Mount Lebanon",90000,Apartment,135,3,3
"Blat, Jbeil, Mount Lebanon",300000,Apartment,142,3,3
"Hboub, Jbeil, Mount Lebanon",245000,Apartment,268,4,4
"Hboub, Jbeil, Mount Lebanon",170000,Apartment,168,3,3
"Hboub, Jbeil, Mount Lebanon",160000,Apartment,168,3,3
"Hboub, Jbeil, Mount Lebanon",115000,Apartment,120,2,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon",120000,Apartment,165,3,2
"Jounieh, Kesrouane, Mount Lebanon",135000,Apartment,145,3,2
"Aamchit, Jbeil, Mount Lebanon",166000,Apartment,176,3,3
"Yarzeh, Baabda, Mount Lebanon",1300000,Apartment,450,4,5
"Zouk Mosbeh, Kesrouane, Mount Lebanon",200000,Apartment,130,2,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",200000,Apartment,134,2,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon",200000,Apartment,146,2,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon",400000,Shop,266,1,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",300000,Shop,175,1,N/A
"Hboub, Jbeil, Mount Lebanon",260000,Apartment,250,5,4
"Hboub, Jbeil, Mount Lebanon",155000,Apartment,126,2,2
"Hboub, Jbeil, Mount Lebanon",125000,Apartment,155,3,2
"Hboub, Jbeil, Mount Lebanon",140000,Apartment,162,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",125000,Apartment,108,2,2
"Hboub, Jbeil, Mount Lebanon",230000,Apartment,155,3,3
"Jdeideh, El Metn, Mount Lebanon",120000,Office,55,1,N/A
"Jbeil, Jbeil, Mount Lebanon",140000,Apartment,183,2,3
"Halat, Jbeil, Mount Lebanon",230000,Apartment,250,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",230000,Apartment,190,3,3
"Batha, Kesrouane, Mount Lebanon",2000000,Land,7354,N/A,N/A
"Ain Saadeh, El Metn, Mount Lebanon",350000,Apartment,195,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",300000,Apartment,270,3,4
"Horsh Tabet, El Metn, Mount Lebanon",1000000,Apartment,420,3,6
"Bentaael, Jbeil, Mount Lebanon",250000,Land,2980,N/A,N/A
"Edde, Jbeil, Mount Lebanon",1500000,Land,9782,N/A,N/A
"Hadath, Baabda, Mount Lebanon",300000,Apartment,230,3,4
"okaybe, Kesrouane, Mount Lebanon",95000,Apartment,100,2,2
"Hboub, Jbeil, Mount Lebanon",202000,Apartment,150,2,2
"Hboub, Jbeil, Mount Lebanon",155000,Apartment,115,3,3
"Blat, Jbeil, Mount Lebanon",180000,Apartment,195,3,3
"Faytroun, Kesrouane, Mount Lebanon",800000,House/Villa,1000,12,9
"Halat, Jbeil, Mount Lebanon",180000,Apartment,290,3,3
"Basbina, Batroun, North",400000,Apartment,230,4,4
"Fidar, Jbeil, Mount Lebanon",1300000,House/Villa,1200,8,9
"Hboub, Jbeil, Mount Lebanon",175000,Apartment,175,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",7500000,Commercial Building,6550,N/A,N/A
"Bsalim, El Metn, Mount Lebanon",550000,Apartment,230,5,5
"Laqlouq, Jbeil, Mount Lebanon",250000,Land,2195,N/A,N/A
"Ehmej, Jbeil, Mount Lebanon",150000,Land,1435,N/A,N/A
"Mastita, Jbeil, Mount Lebanon",155000,Apartment,125,2,2
"Shayle, Kesrouane, Mount Lebanon",1000000,House/Villa,900,8,8
"Halat, Jbeil, Mount Lebanon",4000000,Residential Building,2000,6,N/A
"Hboub, Jbeil, Mount Lebanon",550000,Land,1326,N/A,N/A
"Aoukar, El Metn, Mount Lebanon",1200000,Land,1200,N/A,N/A
"Aoukar, El Metn, Mount Lebanon",1080000,Warehouse,1550,N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon",400000,House/Villa,1000,3,3
"chnaniir, Kesrouane, Mount Lebanon",800000,House/Villa,1092,4,6
"Bsalim, El Metn, Mount Lebanon",360000,Apartment,220,3,3
"Achkout, Kesrouane, Mount Lebanon",500000,House/Villa,300,2,5
"Aamchit, Jbeil, Mount Lebanon",180000,Apartment,250,3,3
"Jbeil, Jbeil, Mount Lebanon",130000,Apartment,167,3,2
"Antelias, El Metn, Mount Lebanon",4250000,Shop,940,2,N/A
"Monsef, Jbeil, Mount Lebanon",750000,Land,2738,N/A,N/A
"Beit Hebak, Jbeil, Mount Lebanon",200000,Land,2300,N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",160000,Apartment,185,3,3
"Fidar, Jbeil, Mount Lebanon",225000,Apartment,185,3,3
"Mazraat Yachouh, El Metn, Mount Lebanon",650000,House/Villa,150,2,2
"Jbeil, Jbeil, Mount Lebanon",250000,Apartment,250,3,3
"Jbeil, Jbeil, Mount Lebanon",55000,Office,35,1,N/A
"Baabda, Baabda, Mount Lebanon",1000000,Apartment,340,3,4
"Barbara, Jbeil, Mount Lebanon",750000,Land,2477,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",1200000,Land,1139,N/A,N/A
"Biakout, El Metn, Mount Lebanon",130000,Apartment,135,2,1
"Blat, Jbeil, Mount Lebanon",100000,Apartment,110,2,2
"Kfour, Kesrouane, Mount Lebanon",250000,Land,1020,N/A,N/A
"Ghosta, Kesrouane, Mount Lebanon",410000,House/Villa,400,3,4
"Adma, Kesrouane, Mount Lebanon",600000,House/Villa,260,3,5
"Dbayeh, El Metn, Mount Lebanon",350000,Office,106,1,N/A
"Tabarja, Kesrouane, Mount Lebanon",180000,Apartment,150,3,2
"Tabarja, Kesrouane, Mount Lebanon",210000,Apartment,120,2,2
"Lehfed, Jbeil, Mount Lebanon",217000,Land,2550,N/A,N/A
"Chikhane, Jbeil, Mount Lebanon",3250000,Land,10000,N/A,N/A
"Braij, Jbeil, Mount Lebanon",300000,Land,1162,N/A,N/A
"Blat, Jbeil, Mount Lebanon",1600000,Land,1890,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",210000,Land,850,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",250000,Land,775,N/A,N/A
"Bouchrieh, El Metn, Mount Lebanon",155000,Office,80,1,N/A
"Jbeil, Jbeil, Mount Lebanon",210000,Office,133,1,N/A
