Address,Price,Type,Size,Bedrooms,Bathrooms
"Ajaltoun, Kesrouane, Mount Lebanon","$175,000",Land,"1,250 m²",N/A,N/A
"Mansourieh, El Metn, Mount Lebanon","$208,000",Apartment,122 m²,2,3
"Chouf, Chouf, Mount Lebanon","$60,000",Land,300 m²,N/A,N/A
"Jnah, Beirut, Beirut","$1,150,000",Chalet,95 m²,1,2
"Fatqa, Kesrouane, Mount Lebanon","$95,000",Apartment,100 m²,2,2
"Zalka, El Metn, Mount Lebanon","$154,000",Apartment,165 m²,3,2
"Jounieh, Kesrouane, Mount Lebanon","$385,000",Apartment,250 m²,3,3
"Baabdat, El Metn, Mount Lebanon","$230,000",Apartment,110 m²,2,3
"Mradiye, Kesrouane, Mount Lebanon","$95,000",Land,900 m²,N/A,N/A
"Mar Moussa, El Metn, Mount Lebanon","$220,000",Apartment,160 m²,3,2
"Kfoun, Jbeil, Mount Lebanon","$500,000",Land,"3,000 m²",N/A,N/A
"Blat, Jbeil, Mount Lebanon","$135,000",Apartment,110 m²,2,2
"Haqel, Jbeil, Mount Lebanon","$65,000",Land,530 m²,N/A,N/A
"Fidar, Jbeil, Mount Lebanon","$400,000",Land,810 m²,N/A,N/A
"Batroun, Batroun, North","$710,000",House/Villa,269 m²,3,5
"Dbayeh, El Metn, Mount Lebanon","$400,000",Apartment,300 m²,3,3
"Mansourieh, El Metn, Mount Lebanon","$2,600,000",Land,"4,000 m²",N/A,N/A
"Shayle, Kesrouane, Mount Lebanon","$245,000",Apartment,188 m²,3,3
"Tabarja, Kesrouane, Mount Lebanon","$650,000",Chalet,85 m²,2,2
"Jeita, Kesrouane, Mount Lebanon","$135,000",Warehouse,178 m²,1,N/A
"Jeita, Kesrouane, Mount Lebanon","$220,000",Shop,273 m²,1,N/A
"bakish, Kesrouane, Mount Lebanon","$240,000",Land,"1,800 m²",N/A,N/A
"Kfour, Kesrouane, Mount Lebanon","$185,000",Land,702 m²,N/A,N/A
"Dbayeh, El Metn, Mount Lebanon","$750,000",Apartment,180 m²,2,3
"Bsalim, El Metn, Mount Lebanon","$250,000",Apartment,155 m²,3,3
"Dbayeh, El Metn, Mount Lebanon","$700,000",Land,592 m²,N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon","$165,000",Chalet,85 m²,1,1
"Bikfaya, El Metn, Mount Lebanon","$680,000",Land,750 m²,N/A,N/A
"Shayle, Kesrouane, Mount Lebanon","$250,000",Apartment,300 m²,3,4
"Naccache, El Metn, Mount Lebanon","$600,000",Shop,461 m²,N/A,N/A
"Naccache, El Metn, Mount Lebanon","$800,000",Land,755 m²,N/A,N/A
"Naccache, El Metn, Mount Lebanon","$1,500,000",Shop,757 m²,N/A,N/A
"Faraya, Kesrouane, Mount Lebanon","$165,000",Chalet,90 m²,2,1
"Mayrouba, Kesrouane, Mount Lebanon","$210,000",Land,586 m²,N/A,N/A
"Sin El Fil, El Metn, Mount Lebanon","$1,000,000",Office,370 m²,4,N/A
"Aamchit, Jbeil, Mount Lebanon","$85,000",Apartment,120 m²,2,2
"Jbeil, Jbeil, Mount Lebanon","$250,000",Apartment,220 m²,3,3
"Batroun, Batroun, North","$140,000",Apartment,165 m²,3,3
"Ras Beirut, Beirut, Beirut","$240,000",Apartment,257 m²,4,3
"Dora, El Metn, Mount Lebanon","$1,200,000",Shop,600 m²,3,N/A
"Aatchane, El Metn, Mount Lebanon","$700,000",Apartment,270 m²,3,3
"kfarhbeib, Kesrouane, Mount Lebanon","$550,000",Apartment,240 m²,3,5
"kfarhbeib, Kesrouane, Mount Lebanon","$450,000",Apartment,240 m²,3,5
"kfarhbeib, Kesrouane, Mount Lebanon","$500,000",Apartment,245 m²,3,5
"Mechmech, Jbeil, Mount Lebanon","$90,000",Apartment,100 m²,2,2
"Aamchit, Jbeil, Mount Lebanon","$145,000",Apartment,150 m²,3,2
"Aoukar, El Metn, Mount Lebanon","$245,000",Apartment,350 m²,3,5
"Haret Sakher, Kesrouane, Mount Lebanon","$160,000",Apartment,220 m²,3,3
"Aannaya, Jbeil, Mount Lebanon","$110,000",Land,"1,400 m²",N/A,N/A
"Down Town, Beirut, Beirut","$6,405,000",Shop,867 m²,4,1
"Down Town, Beirut, Beirut","$7,935,000",Shop,972 m²,1,N/A
"Jeita, Kesrouane, Mount Lebanon","$285,000",Apartment,200 m²,2,5
"Badaro, Beirut, Beirut","$800,000",Apartment,350 m²,3,6
"Zalka, El Metn, Mount Lebanon","$290,000",Shop,140 m²,2,N/A
"Batroun, Batroun, North","$300,000",Land,"8,506 m²",N/A,N/A
"Tannourine, Batroun, North","$250,000",Land,"1,130 m²",N/A,N/A
"Deir Al Qamar, Chouf, Mount Lebanon","$666,300",Land,"4,442 m²",N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$1,400,000",Commercial Building,"1,000 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$525,000",Office,150 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$705,000",Office,201 m²,N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$350,000",Shop,180 m²,2,N/A
"Monteverde, El Metn, Mount Lebanon","$353,500",Apartment,211 m²,3,3
"Monteverde, El Metn, Mount Lebanon","$363,500",Apartment,207 m²,3,3
"Ras Beirut, Beirut, Beirut","$800,000",Apartment,245 m²,4,3
"Monteverde, El Metn, Mount Lebanon","$316,500",Apartment,211 m²,3,3
"Monteverde, El Metn, Mount Lebanon","$403,000",Apartment,207 m²,3,3
"Monteverde, El Metn, Mount Lebanon","$648,000",Apartment,360 m²,4,5
"Monteverde, El Metn, Mount Lebanon","$600,600",Apartment,309 m²,4,5
"Adma, Kesrouane, Mount Lebanon","$180,000",Apartment,160 m²,3,3
"Ras Beirut, Beirut, Beirut","$385,000",Apartment,190 m²,3,2
"Adma, Kesrouane, Mount Lebanon","$250,000",Apartment,200 m²,3,4
"Achrafieh, Beirut, Beirut","$180,000",Apartment,140 m²,3,2
"Ajaltoun, Kesrouane, Mount Lebanon","$580,000",Land,"1,790 m²",N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon","$60,000",Land,"1,000 m²",N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$225,000",Apartment,202 m²,3,4
"Jbeil, Jbeil, Mount Lebanon","$165,000",Apartment,150 m²,3,2
"Jbeil, Jbeil, Mount Lebanon","$680,000",Land,810 m²,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$500,000",Land,"1,988 m²",N/A,N/A
"Halat, Jbeil, Mount Lebanon","$150,000",Apartment,146 m²,2,2
"Jdeideh, El Metn, Mount Lebanon","$225,000",Apartment,190 m²,3,3
"Sahel Alma, Kesrouane, Mount Lebanon","$620,000",Land,785 m²,N/A,N/A
"Sarba, Kesrouane, Mount Lebanon","$450,000",Warehouse,"1,000 m²",2,N/A
"Aamchit, Jbeil, Mount Lebanon","$80,000",Apartment,105 m²,3,2
"Aamchit, Jbeil, Mount Lebanon","$185,000",Apartment,150 m²,2,3
"Ghosta, Kesrouane, Mount Lebanon","$250,000",Land,"1,750 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$600,000",Shop,150 m²,1,N/A
"Aannaya, Jbeil, Mount Lebanon","$65,000",Chalet,65 m²,1,1
"Mkalles, El Metn, Mount Lebanon","$250,000",Office,150 m²,2,N/A
"Jbeil, Jbeil, Mount Lebanon","$250,000",Apartment,300 m²,3,3
"Jbeil, Jbeil, Mount Lebanon","$100,000",Office,65 m²,1,N/A
"Haqel, Jbeil, Mount Lebanon","$90,000",House/Villa,120 m²,2,1
"Jdayel, Jbeil, Mount Lebanon","$185,000",Apartment,133 m²,3,3
"Jdayel, Jbeil, Mount Lebanon","$190,000",Apartment,133 m²,3,3
"Fatqa, Kesrouane, Mount Lebanon","$200,000",Office,65 m²,2,N/A
"Fatqa, Kesrouane, Mount Lebanon","$175,000",Office,60 m²,2,N/A
"Fatqa, Kesrouane, Mount Lebanon","$140,000",Office,100 m²,2,N/A
"Fatqa, Kesrouane, Mount Lebanon","$500,000",Residential Building,"1,000 m²",N/A,N/A
"Fatqa, Kesrouane, Mount Lebanon","$375,000",Land,915 m²,N/A,N/A
"Rabieh, El Metn, Mount Lebanon","$225,000",Apartment,175 m²,3,3
"Rabieh, El Metn, Mount Lebanon","$475,000",Warehouse,700 m²,1,N/A
"Achkout, Kesrouane, Mount Lebanon","$200,000",Land,"1,040 m²",N/A,N/A
"Beit Meri, El Metn, Mount Lebanon","$235,000",Apartment,180 m²,3,3
"Deir Al Qamar, Chouf, Mount Lebanon","$230,000",Land,"1,100 m²",N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$185,000",Apartment,174 m²,3,3
"Halat, Jbeil, Mount Lebanon","$1,415,000",Land,"4,050 m²",N/A,N/A
"Hboub, Jbeil, Mount Lebanon","$410,000",Land,"1,688 m²",N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$350,000",Shop,225 m²,1,N/A
"Ajaltoun, Kesrouane, Mount Lebanon","$375,000",Land,"1,155 m²",N/A,N/A
"Baabda, Baabda, Mount Lebanon","$1,700,000",Apartment,500 m²,4,6
"Mechmech, Jbeil, Mount Lebanon","$120,000",Land,"1,764 m²",N/A,N/A
"Dlebta, Kesrouane, Mount Lebanon","$150,000",Land,652 m²,N/A,N/A
"Haqel, Jbeil, Mount Lebanon","$2,080,000",Land,"51,900 m²",N/A,N/A
"Fidar, Jbeil, Mount Lebanon","$595,000",Land,"1,064 m²",N/A,N/A
"Fidar, Jbeil, Mount Lebanon","$430,000",Land,"1,201 m²",N/A,N/A
"Fidar, Jbeil, Mount Lebanon","$483,000",Land,"1,344 m²",N/A,N/A
"Beit El Kikko, El Metn, Mount Lebanon","$129,000",Apartment,125 m²,2,2
"Baabdat, El Metn, Mount Lebanon","$547,500",Land,"1,565 m²",N/A,N/A
"Baabdat, El Metn, Mount Lebanon","$549,500",Land,"1,570 m²",N/A,N/A
"Baabdat, El Metn, Mount Lebanon","$1,100,000",Land,"3,135 m²",N/A,N/A
"Baabdat, El Metn, Mount Lebanon","$280,000",Apartment,270 m²,3,3
"Baabdat, El Metn, Mount Lebanon","$1,800,000",House/Villa,650 m²,4,5
"Batroun, Batroun, North","$415,000",Land,510 m²,N/A,N/A
"Dbayeh, El Metn, Mount Lebanon","$480,000",Office,125 m²,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$375,000",Land,"3,740 m²",N/A,N/A
"Hosrayel, Jbeil, Mount Lebanon","$120,000",Apartment,120 m²,3,3
"Monteverde, El Metn, Mount Lebanon","$380,000",Apartment,180 m²,3,4
"Adma, Kesrouane, Mount Lebanon","$320,000",Apartment,180 m²,3,3
"Raachine, Kesrouane, Mount Lebanon","$200,000",Land,"1,280 m²",N/A,N/A
"Ghine, Kesrouane, Mount Lebanon","$140,000",Land,875 m²,N/A,N/A
"Batroun, Batroun, North","$800,000",Land,"1,826 m²",N/A,N/A
"Batroun, Batroun, North","$280,000",Land,"1,261 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$315,000",Apartment,105 m²,2,3
"Bouchrieh, El Metn, Mount Lebanon","$4,000,000",Land,"1,208 m²",N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon","$191,000",Land,"2,700 m²",N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$500,000",Land,"1,450 m²",N/A,N/A
"Shayle, Kesrouane, Mount Lebanon","$250,000",Apartment,185 m²,3,3
"Adma, Kesrouane, Mount Lebanon","$700,000",Apartment,327 m²,3,4
"Edde, Jbeil, Mount Lebanon","$300,000",Shop,300 m²,1,N/A
"Edde, Jbeil, Mount Lebanon","$500,000",Land,"2,000 m²",N/A,N/A
"Sin El Fil, El Metn, Mount Lebanon","$4,260,000",Land,"2,130 m²",N/A,N/A
"Hboub, Jbeil, Mount Lebanon","$155,000",Apartment,150 m²,3,2
"Hazmieh, Baabda, Mount Lebanon","$1,725,000",Land,"1,150 m²",N/A,N/A
"Hazmieh, Baabda, Mount Lebanon","$1,500,000",Land,"1,000 m²",N/A,N/A
"Hazmieh, Baabda, Mount Lebanon","$1,500,000",Land,"1,000 m²",N/A,N/A
"Yarzeh, Baabda, Mount Lebanon","$2,125,500",Land,"1,417 m²",N/A,N/A
"Ras Beirut, Beirut, Beirut","$650,000",Apartment,350 m²,4,4
"Faytroun, Kesrouane, Mount Lebanon","$225,000",Chalet,110 m²,2,2
"Beit Meri, El Metn, Mount Lebanon","$277,000",Apartment,180 m²,3,3
"Beit Meri, El Metn, Mount Lebanon","$300,000",Apartment,220 m²,3,3
"Ras Beirut, Beirut, Beirut","$800,000",Apartment,340 m²,3,3
"Laqlouq, Jbeil, Mount Lebanon","$115,000",Land,900 m²,N/A,N/A
"Ghine, Kesrouane, Mount Lebanon","$140,000",Land,817 m²,N/A,N/A
"Rabieh, El Metn, Mount Lebanon","$2,400,000",Apartment,"1,200 m²",5,8
"Aamchit, Jbeil, Mount Lebanon","$93,000",Office,93 m²,1,N/A
"Mansourieh, El Metn, Mount Lebanon","$185,000",Office,180 m²,1,N/A
"Mansourieh, El Metn, Mount Lebanon","$285,000",Office,255 m²,1,N/A
"Jal el Dib, El Metn, Mount Lebanon","$145,000",Office,90 m²,1,N/A
"Laqlouq, Jbeil, Mount Lebanon","$375,000",House/Villa,250 m²,3,3
"Jaj, Jbeil, Mount Lebanon","$290,000",Land,"11,620 m²",N/A,N/A
"Fakra, Kesrouane, Mount Lebanon","$195,000",Chalet,70 m²,1,1
"Dik El Mehdi, El Metn, Mount Lebanon","$270,000",Apartment,250 m²,3,4
"Shayle, Kesrouane, Mount Lebanon","$200,000",Apartment,214 m²,3,3
"Jnah, Beirut, Beirut","$2,000,000",Apartment,350 m²,4,4
"Hboub, Jbeil, Mount Lebanon","$95,000",Apartment,105 m²,2,2
"Bouchrieh, El Metn, Mount Lebanon","$340,000",Factory,300 m²,1,N/A
"Mansourieh, El Metn, Mount Lebanon","$230,000",Apartment,200 m²,3,3
"Mansourieh, El Metn, Mount Lebanon","$140,000",Apartment,80 m²,1,1
"Mansourieh, El Metn, Mount Lebanon","$500,000",Apartment,400 m²,4,4
"Mansourieh, El Metn, Mount Lebanon","$250,000",Apartment,200 m²,3,3
"Kaslik, Kesrouane, Mount Lebanon","$600,000",Apartment,300 m²,4,3
"Halat, Jbeil, Mount Lebanon","$100,000",Apartment,110 m²,2,2
"Jeita, Kesrouane, Mount Lebanon","$3,500,000",House/Villa,"2,000 m²",3,3
"Haret Sakher, Kesrouane, Mount Lebanon","$80,000",Warehouse,165 m²,1,N/A
"Ghosta, Kesrouane, Mount Lebanon","$300,000",Land,840 m²,N/A,N/A
"Nahr El Mot, El Metn, Mount Lebanon","$120,000",Warehouse,210 m²,N/A,N/A
"Klayaat, Kesrouane, Mount Lebanon","$95,000",Apartment,165 m²,3,3
"Ras Beirut, Beirut, Beirut","$500,000",Apartment,215 m²,3,2
"Ras Beirut, Beirut, Beirut","$270,000",Shop,217 m²,1,N/A
"Baabdat, El Metn, Mount Lebanon","$1,200,000",House/Villa,650 m²,4,3
"Mechmech, Jbeil, Mount Lebanon","$500,000",Land,"11,000 m²",N/A,N/A
"Dik El Mehdi, El Metn, Mount Lebanon","$280,000",Apartment,225 m²,4,4
"Blat, Jbeil, Mount Lebanon","$170,000",Apartment,300 m²,4,4
"Mar Takla, Baabda, Mount Lebanon","$128,000",Apartment,120 m²,1,2
"Adonis, Kesrouane, Mount Lebanon","$120,000",Office,100 m²,1,N/A
"Qartaboun, Jbeil, Mount Lebanon","$150,000",Apartment,148 m²,3,3
"Braij, Jbeil, Mount Lebanon","$100,000",Apartment,115 m²,2,2
"Baabdat, El Metn, Mount Lebanon","$425,000",Apartment,320 m²,3,6
"Blat, Jbeil, Mount Lebanon","$125,000",Apartment,140 m²,3,3
"Beit Meri, El Metn, Mount Lebanon","$950,000",Land,790 m²,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$170,000",Land,680 m²,N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon","$130,000",Office,65 m²,1,N/A
"Yarzeh, Baabda, Mount Lebanon","$850,000",Land,962 m²,N/A,N/A
"Ras Beirut, Beirut, Beirut","$2,500,000",Shop,400 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$380,000",Office,110 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$420,000",Office,140 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$697,000",Office,221 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$270,000",Office,96 m²,1,N/A
"Yarzeh, Baabda, Mount Lebanon","$1,000,000",Land,"1,078 m²",N/A,N/A
"Hboub, Jbeil, Mount Lebanon","$200,000",Apartment,210 m²,3,3
"Hboub, Jbeil, Mount Lebanon","$450,000",Land,"1,220 m²",N/A,N/A
"Ras Beirut, Beirut, Beirut","$1,000,000",Land,"1,930 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$480,000",Apartment,120 m²,2,2
"Ras Beirut, Beirut, Beirut","$500,000",Apartment,280 m²,3,3
"Hrajel, Kesrouane, Mount Lebanon","$70,000",Chalet,125 m²,2,2
"Kfour, Kesrouane, Mount Lebanon","$280,000",House/Villa,250 m²,3,3
"Achrafieh, Beirut, Beirut","$275,000",Apartment,94 m²,2,2
"Jdayel, Jbeil, Mount Lebanon","$100,000",Apartment,125 m²,3,2
"Jal el Dib, El Metn, Mount Lebanon","$3,000,000",Shop,"1,600 m²",N/A,N/A
"Ras Beirut, Beirut, Beirut","$240,000",Apartment,140 m²,3,2
"Aatchane, El Metn, Mount Lebanon","$580,000",Apartment,266 m²,4,5
"Klayaat, Kesrouane, Mount Lebanon","$250,000",Apartment,300 m²,3,4
"Ehmej, Jbeil, Mount Lebanon","$300,000",Land,"2,270 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$980,000",Shop,500 m²,1,N/A
"Adma, Kesrouane, Mount Lebanon","$420,000",Apartment,300 m²,4,4
"Antelias, El Metn, Mount Lebanon","$160,000",Apartment,100 m²,2,2
"Kfar Aabida, Batroun, North","$135,000",Apartment,112 m²,2,2
"Jeita, Kesrouane, Mount Lebanon","$275,000",Land,"1,169 m²",N/A,N/A
"Mar Takla, Baabda, Mount Lebanon","$440,000",Shop,100 m²,1,N/A
"Mtayleb, El Metn, Mount Lebanon","$1,100,000",Land,900 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$4,000,000",Residential Building,408 m²,12,6
"Achrafieh, Beirut, Beirut","$410,000",Office,125 m²,1,N/A
"Achrafieh, Beirut, Beirut","$650,000",Apartment,277 m²,4,3
"Achrafieh, Beirut, Beirut","$160,000",Shop,33 m²,N/A,N/A
"Jouret Al Ballout, El Metn, Mount Lebanon","$1,050,000",Land,"2,643 m²",N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$450,000",Land,960 m²,N/A,N/A
"Zalka, El Metn, Mount Lebanon","$570,000",Office,320 m²,2,N/A
"Yarzeh, Baabda, Mount Lebanon","$700,000",Apartment,215 m²,3,5
"Hboub, Jbeil, Mount Lebanon","$330,000",Land,"1,230 m²",N/A,N/A
"Mansourieh, El Metn, Mount Lebanon","$269,000",Apartment,400 m²,3,4
"Zaarour, El Metn, Mount Lebanon","$150,000",Land,"1,300 m²",N/A,N/A
"Jouret Al Ballout, El Metn, Mount Lebanon","$135,000",Apartment,127 m²,3,3
"Jouret Al Ballout, El Metn, Mount Lebanon","$215,000",Apartment,120 m²,2,2
"Jbeil, Jbeil, Mount Lebanon","$250,000",Apartment,208 m²,3,4
"Halat, Jbeil, Mount Lebanon","$275,000",Apartment,265 m²,3,4
"Qartaboun, Jbeil, Mount Lebanon","$110,000",Warehouse,100 m²,N/A,N/A
"Dekweneh, El Metn, Mount Lebanon","$280,000",Apartment,200 m²,3,3
"Jounieh, Kesrouane, Mount Lebanon","$125,000",Apartment,165 m²,3,2
"Naccache, El Metn, Mount Lebanon","$400,000",Warehouse,600 m²,N/A,N/A
"Jeita, Kesrouane, Mount Lebanon","$750,000",House/Villa,"1,100 m²",5,5
"Bentaael, Jbeil, Mount Lebanon","$650,000",Land,"7,200 m²",N/A,N/A
"Zaarour, El Metn, Mount Lebanon","$130,000",Land,876 m²,N/A,N/A
"Zaarour, El Metn, Mount Lebanon","$135,000",Land,671 m²,N/A,N/A
"Zaarour, El Metn, Mount Lebanon","$140,000",Land,700 m²,N/A,N/A
"Antelias, El Metn, Mount Lebanon","$250,000",Apartment,175 m²,3,3
"Bsalim, El Metn, Mount Lebanon","$650,000",Land,800 m²,N/A,N/A
"Jdayel, Jbeil, Mount Lebanon","$950,000",House/Villa,450 m²,5,6
"Achrafieh, Beirut, Beirut","$330,000",Apartment,150 m²,3,3
"Batroun, Batroun, North","$74,000",Land,512 m²,N/A,N/A
"Zalka, El Metn, Mount Lebanon","$320,000",Office,450 m²,2,N/A
"Jbeil, Jbeil, Mount Lebanon","$120,000",Apartment,135 m²,3,2
"Zalka, El Metn, Mount Lebanon","$180,000",Office,75 m²,2,N/A
"Zalka, El Metn, Mount Lebanon","$90,000",Office,37 m²,1,N/A
"Achrafieh, Beirut, Beirut","$900,000",Apartment,224 m²,3,4
"Naccache, El Metn, Mount Lebanon","$240,000",Warehouse,400 m²,1,N/A
"Blat, Jbeil, Mount Lebanon","$300,000",Land,750 m²,N/A,N/A
"Edde, Jbeil, Mount Lebanon","$252,000",Land,"1,400 m²",N/A,N/A
"Halat, Jbeil, Mount Lebanon","$185,000",Apartment,220 m²,2,3
"Nahr Ibrahim, Jbeil, Mount Lebanon","$300,000",Apartment,"1,000 m²",5,4
"Jal el Dib, El Metn, Mount Lebanon","$220,000",Apartment,230 m²,4,5
"Wata El Joz, Kesrouane, Mount Lebanon","$2,698,000",Land,"67,450 m²",N/A,N/A
"Wata El Joz, Kesrouane, Mount Lebanon","$620,600",Land,"15,515 m²",N/A,N/A
"Wata El Joz, Kesrouane, Mount Lebanon","$48,000",Land,"1,200 m²",N/A,N/A
"Mayrouba, Kesrouane, Mount Lebanon","$717,500",Land,"14,350 m²",N/A,N/A
"Mayrouba, Kesrouane, Mount Lebanon","$361,050",Land,"7,221 m²",N/A,N/A
"Tannourine, Batroun, North","$89,400",Land,894 m²,N/A,N/A
"Nahr Ibrahim, Jbeil, Mount Lebanon","$150,000",Land,"1,000 m²",N/A,N/A
"Kfifane, Batroun, North","$825,000",Land,"16,497 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$700,000",Apartment,210 m²,3,4
"Batroun, Batroun, North","$1,100,000",House/Villa,198 m²,2,1
"Bentaael, Jbeil, Mount Lebanon","$611,000",Land,"3,775 m²",N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$160,000",Apartment,145 m²,3,3
"Basbina, Batroun, North","$150,000",Apartment,120 m²,2,2
"Batroun, Batroun, North","$260,000",Land,650 m²,N/A,N/A
"chnaniir, Kesrouane, Mount Lebanon","$1,440,000",Land,"2,400 m²",N/A,N/A
"Bentaael, Jbeil, Mount Lebanon","$611,000",Land,"4,525 m²",N/A,N/A
"Kfar Aabida, Batroun, North","$80,000",Shop,30 m²,1,N/A
"Fiyadiye, Baabda, Mount Lebanon","$900,000",Land,630 m²,N/A,N/A
"Basbina, Batroun, North","$120,000",Apartment,120 m²,2,2
"Basbina, Batroun, North","$125,000",Apartment,121 m²,2,2
"Basbina, Batroun, North","$135,000",Apartment,136 m²,3,3
"Achrafieh, Beirut, Beirut","$475,000",Apartment,270 m²,3,4
"Faytroun, Kesrouane, Mount Lebanon","$650,000",Residential Building,"1,000 m²",N/A,N/A
"Faytroun, Kesrouane, Mount Lebanon","$250,000",Land,933 m²,N/A,N/A
"Antelias, El Metn, Mount Lebanon","$280,000",Shop,220 m²,1,N/A
"Beit Meri, El Metn, Mount Lebanon","$4,300,000",House/Villa,"1,274 m²",5,5
"Adma, Kesrouane, Mount Lebanon","$500,000",Apartment,320 m²,3,4
"Gherfine, Jbeil, Mount Lebanon","$275,000",Apartment,160 m²,3,3
"kfarhbeib, Kesrouane, Mount Lebanon","$370,000",Apartment,208 m²,3,4
"Ehmej, Jbeil, Mount Lebanon","$165,000",Land,"2,222 m²",N/A,N/A
"chnaniir, Kesrouane, Mount Lebanon","$1,500,000",Land,"2,500 m²",N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$600,000",Apartment,252 m²,3,5
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$375,000",Apartment,250 m²,3,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$350,000",Shop,121 m²,2,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$125,000",Apartment,163 m²,3,3
"Halat, Jbeil, Mount Lebanon","$300,000",Residential Building,"1,000 m²",N/A,N/A
"Bouchrieh, El Metn, Mount Lebanon","$260,000",Warehouse,400 m²,N/A,N/A
"Batroun, Batroun, North","$1,000,000",House/Villa,220 m²,4,4
"Achrafieh, Beirut, Beirut","$440,000",Apartment,170 m²,3,3
"Antelias, El Metn, Mount Lebanon","$450,000",Office,100 m²,1,N/A
"Barbara, Jbeil, Mount Lebanon","$425,000",Land,"1,572 m²",N/A,N/A
"Jaj, Jbeil, Mount Lebanon","$200,000",Land,"4,000 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$750,000",Apartment,220 m²,2,3
"Sarba, Kesrouane, Mount Lebanon","$180,000",Warehouse,250 m²,N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon","$240,000",Land,"4,860 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$425,000",Apartment,250 m²,4,3
"Fanar, El Metn, Mount Lebanon","$350,000",Apartment,250 m²,3,3
"Dbayeh, El Metn, Mount Lebanon","$2,500,000",Apartment,465 m²,4,7
"Laqlouq, Jbeil, Mount Lebanon","$180,000",Land,"2,000 m²",N/A,N/A
"Monsef, Jbeil, Mount Lebanon","$270,000",Land,"1,080 m²",N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$135,000",Apartment,170 m²,3,3
"Batroun, Batroun, North","$66,000",Land,900 m²,N/A,N/A
"Batroun, Batroun, North","$120,000",Apartment,150 m²,3,2
"Basbina, Batroun, North","$145,000",Office,160 m²,3,N/A
"Khenchara, El Metn, Mount Lebanon","$395,000",Land,370 m²,N/A,N/A
"Blat, Jbeil, Mount Lebanon","$3,000,000",Residential Building,"5,000 m²",N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon","$320,000",Apartment,220 m²,3,4
"Baabdat, El Metn, Mount Lebanon","$475,000",Apartment,330 m²,3,4
"Ehmej, Jbeil, Mount Lebanon","$375,000",Land,"2,118 m²",N/A,N/A
"Mechmech, Jbeil, Mount Lebanon","$350,000",Apartment,425 m²,4,4
"Laqlouq, Jbeil, Mount Lebanon","$125,000",Chalet,72 m²,1,1
"Aoukar, El Metn, Mount Lebanon","$400,000",Land,500 m²,N/A,N/A
"Mar Takla, Baabda, Mount Lebanon","$625,000",Apartment,310 m²,3,4
"Batroun, Batroun, North","$135,000",Shop,72 m²,2,N/A
"Monsef, Jbeil, Mount Lebanon","$275,000",Land,"1,255 m²",N/A,N/A
"Bolonia, El Metn, Mount Lebanon","$85,000",Apartment,95 m²,1,2
"Bikfaya, El Metn, Mount Lebanon","$1,560,000",Land,"5,200 m²",N/A,N/A
"Beit Chabeb, El Metn, Mount Lebanon","$560,000",Apartment,600 m²,6,2
"Zaarour, El Metn, Mount Lebanon","$460,000",Land,"1,840 m²",N/A,N/A
"Rabweh, El Metn, Mount Lebanon","$300,000",Apartment,280 m²,4,3
"kfarhbeib, Kesrouane, Mount Lebanon","$650,000",Apartment,300 m²,3,4
"Aamchit, Jbeil, Mount Lebanon","$170,000",Apartment,200 m²,3,3
"Achrafieh, Beirut, Beirut","$350,000",Apartment,160 m²,2,3
